"","spp.id","state","tot.ba"
"1","s63","Washington",2137.66701955441
"2","s63","Montana",0
"3","s63","Maine",0
"4","s63","North Dakota",0
"5","s63","South Dakota",0
"6","s63","Wyoming",4.15542507171631
"7","s63","Wisconsin",0
"8","s63","Idaho",1272.1748602204
"9","s63","Vermont",0
"10","s63","Minnesota",0
"11","s63","Oregon",5096.20407047868
"12","s63","New Hampshire",0
"13","s63","Iowa",0
"14","s63","Massachusetts",0
"15","s63","Nebraska",0
"16","s63","New York",0
"17","s63","Pennsylvania",0
"18","s63","Connecticut",0
"19","s63","Rhode Island",0
"20","s63","New Jersey",0
"21","s63","Indiana",0
"22","s63","Nevada",0
"23","s63","Utah",0
"24","s63","California",576.012362096459
"25","s63","Ohio",0
"26","s63","Illinois",0
"27","s63","District of Columbia",0
"28","s63","Delaware",0.326360285282135
"29","s63","West Virginia",0
"30","s63","Maryland",12.9588630348444
"31","s63","Colorado",0.717976540327072
"32","s63","Kentucky",0
"33","s63","Kansas",0
"34","s63","Virginia",5.64105442911386
"35","s63","Missouri",0.0988997742533684
"36","s63","Arizona",6069144.34230554
"37","s63","Oklahoma",0
"38","s63","North Carolina",0
"39","s63","Tennessee",0
"40","s63","Texas",231531.364318185
"41","s63","New Mexico",8626606.7837971
"42","s63","Alabama",0
"43","s63","Mississippi",0
"44","s63","Georgia",0
"45","s63","South Carolina",0.679407402873039
"46","s63","Arkansas",0
"47","s63","Louisiana",0
"48","s63","Florida",0
"49","s63","Michigan",0
