"","spp.id","state","tot.ba"
"1","s202","Washington",67529820.6844103
"2","s202","Montana",40918445.6770786
"3","s202","Maine",85.2998843220994
"4","s202","North Dakota",209.675077915192
"5","s202","South Dakota",2716.55478169653
"6","s202","Wyoming",9516636.61183128
"7","s202","Wisconsin",2055.89082262956
"8","s202","Idaho",38499044.2696526
"9","s202","Vermont",278.406420337269
"10","s202","Minnesota",211.668722187169
"11","s202","Oregon",99797434.8427251
"12","s202","New Hampshire",650.057624470443
"13","s202","Iowa",0
"14","s202","Massachusetts",1621.07815560699
"15","s202","Nebraska",0
"16","s202","New York",10093.4853444342
"17","s202","Pennsylvania",25335.4427139112
"18","s202","Connecticut",36.8938386887312
"19","s202","Rhode Island",0.740975812077522
"20","s202","New Jersey",2070.7472616015
"21","s202","Indiana",485.541840538383
"22","s202","Nevada",267176.652447946
"23","s202","Utah",4285038.97612669
"24","s202","California",44737026.3703417
"25","s202","Ohio",589.715645041317
"26","s202","Illinois",0
"27","s202","District of Columbia",0
"28","s202","Delaware",21.4785964381881
"29","s202","West Virginia",1306.44053544989
"30","s202","Maryland",248.053482675459
"31","s202","Colorado",10700990.1706265
"32","s202","Kentucky",299.529275299981
"33","s202","Kansas",0
"34","s202","Virginia",58.0888021308929
"35","s202","Missouri",0
"36","s202","Arizona",2202409.19586193
"37","s202","Oklahoma",0
"38","s202","North Carolina",10.8541402877308
"39","s202","Tennessee",13.0860331011936
"40","s202","Texas",582.576183795929
"41","s202","New Mexico",4846901.10197627
"42","s202","Alabama",225.258796453476
"43","s202","Mississippi",401.4094145298
"44","s202","Georgia",1145.14173316956
"45","s202","South Carolina",5221.23683223128
"46","s202","Arkansas",0
"47","s202","Louisiana",1.83408296108246
"48","s202","Florida",5796.08016443253
"49","s202","Michigan",36879.8081780247
