"","spp.id","state","tot.ba"
"1","s601","Washington",0
"2","s601","Montana",0
"3","s601","Maine",3198.36795058846
"4","s601","North Dakota",0
"5","s601","South Dakota",4.91513526439667
"6","s601","Wyoming",0
"7","s601","Wisconsin",76379.2230859303
"8","s601","Idaho",0
"9","s601","Vermont",9550.16449537594
"10","s601","Minnesota",43148.6785648714
"11","s601","Oregon",0
"12","s601","New Hampshire",6447.00911169499
"13","s601","Iowa",4492.58362021239
"14","s601","Massachusetts",7075.24325000308
"15","s601","Nebraska",6.35723852366209
"16","s601","New York",124051.634170637
"17","s601","Pennsylvania",28319.4593767871
"18","s601","Connecticut",3701.09148098715
"19","s601","Rhode Island",325.940995993093
"20","s601","New Jersey",1301.87443557335
"21","s601","Indiana",5613.36228211655
"22","s601","Nevada",0
"23","s601","Utah",0
"24","s601","California",0
"25","s601","Ohio",11219.6476880048
"26","s601","Illinois",5167.63763474603
"27","s601","District of Columbia",0.8912732899189
"28","s601","Delaware",385.050776048563
"29","s601","West Virginia",30917.4663864285
"30","s601","Maryland",2848.34257476573
"31","s601","Colorado",0
"32","s601","Kentucky",43368.8158397312
"33","s601","Kansas",0
"34","s601","Virginia",24030.4626777838
"35","s601","Missouri",7253.34564622957
"36","s601","Arizona",0
"37","s601","Oklahoma",41.3411173671484
"38","s601","North Carolina",14135.2377356215
"39","s601","Tennessee",20311.2830512698
"40","s601","Texas",176.521214216948
"41","s601","New Mexico",0
"42","s601","Alabama",6436.54230327113
"43","s601","Mississippi",10019.2711625621
"44","s601","Georgia",5876.79858090635
"45","s601","South Carolina",1707.01271481247
"46","s601","Arkansas",4071.7988065891
"47","s601","Louisiana",12.6302093267441
"48","s601","Florida",0
"49","s601","Michigan",6580.96025823196
