"","spp.id","state","tot.ba"
"1","s765","Washington",0
"2","s765","Montana",0
"3","s765","Maine",0
"4","s765","North Dakota",0
"5","s765","South Dakota",0
"6","s765","Wyoming",0
"7","s765","Wisconsin",0
"8","s765","Idaho",0
"9","s765","Vermont",0
"10","s765","Minnesota",0
"11","s765","Oregon",0
"12","s765","New Hampshire",0
"13","s765","Iowa",0
"14","s765","Massachusetts",0
"15","s765","Nebraska",0
"16","s765","New York",0
"17","s765","Pennsylvania",0
"18","s765","Connecticut",0
"19","s765","Rhode Island",0
"20","s765","New Jersey",0
"21","s765","Indiana",0
"22","s765","Nevada",0
"23","s765","Utah",0
"24","s765","California",0
"25","s765","Ohio",0
"26","s765","Illinois",0
"27","s765","District of Columbia",0
"28","s765","Delaware",0
"29","s765","West Virginia",0
"30","s765","Maryland",0
"31","s765","Colorado",0
"32","s765","Kentucky",0
"33","s765","Kansas",0
"34","s765","Virginia",0
"35","s765","Missouri",0
"36","s765","Arizona",0
"37","s765","Oklahoma",0
"38","s765","North Carolina",0
"39","s765","Tennessee",0
"40","s765","Texas",0
"41","s765","New Mexico",0
"42","s765","Alabama",0
"43","s765","Mississippi",0
"44","s765","Georgia",0
"45","s765","South Carolina",0
"46","s765","Arkansas",0
"47","s765","Louisiana",0
"48","s765","Florida",0
"49","s765","Michigan",0
