"","spp.id","state","tot.ba"
"1","s913","Washington",0
"2","s913","Montana",0
"3","s913","Maine",0
"4","s913","North Dakota",0
"5","s913","South Dakota",0
"6","s913","Wyoming",0
"7","s913","Wisconsin",0
"8","s913","Idaho",0
"9","s913","Vermont",0
"10","s913","Minnesota",0
"11","s913","Oregon",0
"12","s913","New Hampshire",0
"13","s913","Iowa",0
"14","s913","Massachusetts",0
"15","s913","Nebraska",0
"16","s913","New York",0
"17","s913","Pennsylvania",0
"18","s913","Connecticut",0
"19","s913","Rhode Island",0
"20","s913","New Jersey",0
"21","s913","Indiana",0
"22","s913","Nevada",0
"23","s913","Utah",0
"24","s913","California",0
"25","s913","Ohio",0
"26","s913","Illinois",0
"27","s913","District of Columbia",0
"28","s913","Delaware",0
"29","s913","West Virginia",0
"30","s913","Maryland",0
"31","s913","Colorado",0
"32","s913","Kentucky",0
"33","s913","Kansas",0
"34","s913","Virginia",0
"35","s913","Missouri",0
"36","s913","Arizona",0
"37","s913","Oklahoma",0
"38","s913","North Carolina",0
"39","s913","Tennessee",0
"40","s913","Texas",0
"41","s913","New Mexico",0
"42","s913","Alabama",0
"43","s913","Mississippi",0
"44","s913","Georgia",0
"45","s913","South Carolina",0
"46","s913","Arkansas",0
"47","s913","Louisiana",0
"48","s913","Florida",295.503715120256
"49","s913","Michigan",0
