"","spp.id","state","tot.ba"
"1","s660","Washington",56983.0632887998
"2","s660","Montana",0
"3","s660","Maine",31.8029514215887
"4","s660","North Dakota",310.943499028683
"5","s660","South Dakota",3242.76693194173
"6","s660","Wyoming",0
"7","s660","Wisconsin",62.3816474862397
"8","s660","Idaho",0
"9","s660","Vermont",138.330688629299
"10","s660","Minnesota",4.05573471949901
"11","s660","Oregon",16429.5022321087
"12","s660","New Hampshire",16.9124095626175
"13","s660","Iowa",93.413261235808
"14","s660","Massachusetts",174.970076010621
"15","s660","Nebraska",24.3199163060635
"16","s660","New York",7277.27509889798
"17","s660","Pennsylvania",29622.9447161975
"18","s660","Connecticut",522.894731007866
"19","s660","Rhode Island",5.37097165733576
"20","s660","New Jersey",360.154778482858
"21","s660","Indiana",109.479772368912
"22","s660","Nevada",0
"23","s660","Utah",0
"24","s660","California",7.23409221507609
"25","s660","Ohio",28921.8309190791
"26","s660","Illinois",64.8969205119647
"27","s660","District of Columbia",3.74843229353428
"28","s660","Delaware",0
"29","s660","West Virginia",7478.62697715824
"30","s660","Maryland",430.102747162804
"31","s660","Colorado",0
"32","s660","Kentucky",381.137900372501
"33","s660","Kansas",2089.75379323587
"34","s660","Virginia",2782.01892895543
"35","s660","Missouri",3406.23685614928
"36","s660","Arizona",0
"37","s660","Oklahoma",958.650082460837
"38","s660","North Carolina",4162.85501198174
"39","s660","Tennessee",654.012984941175
"40","s660","Texas",1337.56414481535
"41","s660","New Mexico",0
"42","s660","Alabama",5721.67953703227
"43","s660","Mississippi",10543.11231162
"44","s660","Georgia",20193.8319838012
"45","s660","South Carolina",1234.75471826363
"46","s660","Arkansas",225.129662903491
"47","s660","Louisiana",1616.76962158002
"48","s660","Florida",2387.75367599679
"49","s660","Michigan",109.021126749925
