"","spp.id","state","tot.ba"
"1","s500","Washington",0
"2","s500","Montana",0
"3","s500","Maine",0
"4","s500","North Dakota",3.91202080994844
"5","s500","South Dakota",24.5232883635908
"6","s500","Wyoming",0
"7","s500","Wisconsin",10389.417686657
"8","s500","Idaho",0
"9","s500","Vermont",0.562490105628967
"10","s500","Minnesota",2902.38957298803
"11","s500","Oregon",0
"12","s500","New Hampshire",0
"13","s500","Iowa",4789.6675264521
"14","s500","Massachusetts",0
"15","s500","Nebraska",628.927845058963
"16","s500","New York",8.93313932046294
"17","s500","Pennsylvania",105.660151684657
"18","s500","Connecticut",0.162551194429398
"19","s500","Rhode Island",0
"20","s500","New Jersey",4.60264782514423
"21","s500","Indiana",3473.38427981641
"22","s500","Nevada",0
"23","s500","Utah",0
"24","s500","California",0
"25","s500","Ohio",3247.74045267084
"26","s500","Illinois",26289.752358038
"27","s500","District of Columbia",0
"28","s500","Delaware",0
"29","s500","West Virginia",2404.95391426003
"30","s500","Maryland",217.182522716001
"31","s500","Colorado",0
"32","s500","Kentucky",2602.37873479445
"33","s500","Kansas",2455.22592547489
"34","s500","Virginia",3526.16246781556
"35","s500","Missouri",5825.87944339053
"36","s500","Arizona",0
"37","s500","Oklahoma",2378.32445693589
"38","s500","North Carolina",11821.9519049738
"39","s500","Tennessee",8527.26437841065
"40","s500","Texas",16448.9775998056
"41","s500","New Mexico",0
"42","s500","Alabama",10834.1450430403
"43","s500","Mississippi",5956.05590417411
"44","s500","Georgia",19498.1837019109
"45","s500","South Carolina",1853.21778198675
"46","s500","Arkansas",1504.73322458006
"47","s500","Louisiana",7332.14401750872
"48","s500","Florida",2346.07289659127
"49","s500","Michigan",7513.0321097679
