"","spp.id","state","tot.ba"
"1","s654","Washington",0
"2","s654","Montana",0
"3","s654","Maine",0
"4","s654","North Dakota",0
"5","s654","South Dakota",0
"6","s654","Wyoming",0
"7","s654","Wisconsin",0
"8","s654","Idaho",0
"9","s654","Vermont",0
"10","s654","Minnesota",0
"11","s654","Oregon",0
"12","s654","New Hampshire",0
"13","s654","Iowa",0
"14","s654","Massachusetts",0
"15","s654","Nebraska",0
"16","s654","New York",0.0697104707360268
"17","s654","Pennsylvania",2015.22043266776
"18","s654","Connecticut",0
"19","s654","Rhode Island",0
"20","s654","New Jersey",47.434949150309
"21","s654","Indiana",0.917934238910675
"22","s654","Nevada",0
"23","s654","Utah",0
"24","s654","California",0
"25","s654","Ohio",387.284384571016
"26","s654","Illinois",0
"27","s654","District of Columbia",2.21388065814972
"28","s654","Delaware",210.810198203661
"29","s654","West Virginia",7964.51904207096
"30","s654","Maryland",446.383981549647
"31","s654","Colorado",0
"32","s654","Kentucky",49980.1017332772
"33","s654","Kansas",0
"34","s654","Virginia",4720.76045625925
"35","s654","Missouri",0
"36","s654","Arizona",0
"37","s654","Oklahoma",8.54287706315517
"38","s654","North Carolina",4576.82455779717
"39","s654","Tennessee",25079.7116189869
"40","s654","Texas",2203.85519219702
"41","s654","New Mexico",0
"42","s654","Alabama",180385.253909414
"43","s654","Mississippi",43885.787313679
"44","s654","Georgia",7501.74004552397
"45","s654","South Carolina",473.574754406232
"46","s654","Arkansas",1252.4989071954
"47","s654","Louisiana",8287.7444077339
"48","s654","Florida",0
"49","s654","Michigan",0.20711737126112
