"","spp.id","state","tot.ba"
"1","s221","Washington",0
"2","s221","Montana",0
"3","s221","Maine",0
"4","s221","North Dakota",0
"5","s221","South Dakota",1231.0534965992
"6","s221","Wyoming",0
"7","s221","Wisconsin",0
"8","s221","Idaho",0
"9","s221","Vermont",0
"10","s221","Minnesota",0
"11","s221","Oregon",0
"12","s221","New Hampshire",0
"13","s221","Iowa",118.387723624706
"14","s221","Massachusetts",0
"15","s221","Nebraska",0
"16","s221","New York",0
"17","s221","Pennsylvania",229.833199133165
"18","s221","Connecticut",0.692727014422417
"19","s221","Rhode Island",0
"20","s221","New Jersey",266.648800216615
"21","s221","Indiana",3200.50468795653
"22","s221","Nevada",0
"23","s221","Utah",0
"24","s221","California",0
"25","s221","Ohio",219.96437674854
"26","s221","Illinois",11226.7702749856
"27","s221","District of Columbia",0
"28","s221","Delaware",2750.31010700762
"29","s221","West Virginia",92.8010141979903
"30","s221","Maryland",10545.6770055499
"31","s221","Colorado",0
"32","s221","Kentucky",45674.3678598478
"33","s221","Kansas",0
"34","s221","Virginia",186473.687557285
"35","s221","Missouri",61588.5840675468
"36","s221","Arizona",0
"37","s221","Oklahoma",9818.42178091803
"38","s221","North Carolina",779099.718781084
"39","s221","Tennessee",183160.710733616
"40","s221","Texas",700841.682613766
"41","s221","New Mexico",0
"42","s221","Alabama",574146.75270608
"43","s221","Mississippi",840244.227534958
"44","s221","Georgia",655515.709325006
"45","s221","South Carolina",691828.845512217
"46","s221","Arkansas",1128238.06427471
"47","s221","Louisiana",4302385.2765849
"48","s221","Florida",2195992.33131554
"49","s221","Michigan",0.0433985181152821
