"","spp.id","state","tot.ba"
"1","s858","Washington",0
"2","s858","Montana",0
"3","s858","Maine",0
"4","s858","North Dakota",0
"5","s858","South Dakota",0
"6","s858","Wyoming",0
"7","s858","Wisconsin",0
"8","s858","Idaho",0
"9","s858","Vermont",0
"10","s858","Minnesota",0
"11","s858","Oregon",0
"12","s858","New Hampshire",0
"13","s858","Iowa",0
"14","s858","Massachusetts",0
"15","s858","Nebraska",0
"16","s858","New York",0
"17","s858","Pennsylvania",0
"18","s858","Connecticut",0
"19","s858","Rhode Island",0
"20","s858","New Jersey",0
"21","s858","Indiana",0
"22","s858","Nevada",0
"23","s858","Utah",0
"24","s858","California",0
"25","s858","Ohio",0
"26","s858","Illinois",0
"27","s858","District of Columbia",0
"28","s858","Delaware",0
"29","s858","West Virginia",0
"30","s858","Maryland",0
"31","s858","Colorado",0
"32","s858","Kentucky",0
"33","s858","Kansas",0
"34","s858","Virginia",0
"35","s858","Missouri",0
"36","s858","Arizona",0
"37","s858","Oklahoma",0
"38","s858","North Carolina",0.734906613826752
"39","s858","Tennessee",0
"40","s858","Texas",15.62305778265
"41","s858","New Mexico",0
"42","s858","Alabama",363.66204443574
"43","s858","Mississippi",46.1737364381552
"44","s858","Georgia",9169.65392747475
"45","s858","South Carolina",135.4535805583
"46","s858","Arkansas",0
"47","s858","Louisiana",132.566579863429
"48","s858","Florida",23588.1897508923
"49","s858","Michigan",0
