"","spp.id","state","tot.ba"
"1","s816","Washington",0
"2","s816","Montana",0
"3","s816","Maine",201.239003464114
"4","s816","North Dakota",0
"5","s816","South Dakota",0
"6","s816","Wyoming",0
"7","s816","Wisconsin",3.07932576909661
"8","s816","Idaho",0
"9","s816","Vermont",3.15509994979948
"10","s816","Minnesota",0
"11","s816","Oregon",0
"12","s816","New Hampshire",144.712983814301
"13","s816","Iowa",0
"14","s816","Massachusetts",6356.96069711191
"15","s816","Nebraska",0
"16","s816","New York",7229.99235305702
"17","s816","Pennsylvania",31935.5148716682
"18","s816","Connecticut",92.9424683346879
"19","s816","Rhode Island",10.4226023780648
"20","s816","New Jersey",11100.2149561128
"21","s816","Indiana",0
"22","s816","Nevada",0
"23","s816","Utah",0
"24","s816","California",0
"25","s816","Ohio",177.306546924636
"26","s816","Illinois",0
"27","s816","District of Columbia",0.278488226234913
"28","s816","Delaware",65.3990640081465
"29","s816","West Virginia",8537.20921665255
"30","s816","Maryland",1213.08596669819
"31","s816","Colorado",0
"32","s816","Kentucky",27.8487944565713
"33","s816","Kansas",0
"34","s816","Virginia",18175.8823542509
"35","s816","Missouri",0
"36","s816","Arizona",0
"37","s816","Oklahoma",0
"38","s816","North Carolina",1104.21695905097
"39","s816","Tennessee",196.784006820933
"40","s816","Texas",28223.5203782601
"41","s816","New Mexico",0
"42","s816","Alabama",0.108302509412169
"43","s816","Mississippi",0
"44","s816","Georgia",1.89206829620525
"45","s816","South Carolina",248.232789017144
"46","s816","Arkansas",0
"47","s816","Louisiana",0
"48","s816","Florida",0
"49","s816","Michigan",0.64312906190753
