V1,spp_code,common,scientific_name,genus_name,spp_name,state,tot_ba,state_abrv
3227,s330,"buckeye, horsechestnut spp.",Aesculus spp.,Aesculus,spp.,Alabama,20788.77288,AL
3228,s330,"buckeye, horsechestnut spp.",Aesculus spp.,Aesculus,spp.,Mississippi,1743.336785,MS
3229,s330,"buckeye, horsechestnut spp.",Aesculus spp.,Aesculus,spp.,Georgia,15758.3997,GA
3230,s330,"buckeye, horsechestnut spp.",Aesculus spp.,Aesculus,spp.,South Carolina,1308.549389,SC
3231,s330,"buckeye, horsechestnut spp.",Aesculus spp.,Aesculus,spp.,Arkansas,1577.817624,AR
3232,s330,"buckeye, horsechestnut spp.",Aesculus spp.,Aesculus,spp.,Louisiana,0,LA
3233,s330,"buckeye, horsechestnut spp.",Aesculus spp.,Aesculus,spp.,Florida,0.078393467,FL
3234,s330,"buckeye, horsechestnut spp.",Aesculus spp.,Aesculus,spp.,Michigan,5556.050479,MI
3235,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Washington,0,WA
3236,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Montana,0,MT
3237,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Maine,0,ME
3238,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,North Dakota,1.841937644,ND
3239,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,South Dakota,15.96087367,SD
3240,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Wyoming,0,WY
3241,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Wisconsin,8185.60797,WI
3242,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Idaho,0,ID
3243,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Vermont,0,VT
3244,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Minnesota,1828.40612,MN
3245,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Oregon,0,OR
3246,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,New Hampshire,0,NH
3247,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Iowa,38372.4051,IA
3248,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Massachusetts,0,MA
3249,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Nebraska,589.6558351,NE
3250,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,New York,29.19633377,NY
3251,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Pennsylvania,37513.48504,PA
3252,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Connecticut,0.287391365,CT
3253,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Rhode Island,0,RI
3254,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,New Jersey,131.0679844,NJ
3255,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Indiana,112506.4144,IN
3256,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Nevada,0,NV
3257,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Utah,0,UT
3258,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,California,0,CA
3259,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Ohio,153255.9408,OH
3260,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Illinois,33480.03434,DC
3261,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,District of Columbia,0,DC
3262,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Delaware,151.3942975,DE
3263,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,West Virginia,27155.32193,WV
3264,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Maryland,2970.612099,MD
3265,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Colorado,0,CO
3266,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Kentucky,103085.5095,KY
3267,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Kansas,4429.777637,KS
3268,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Virginia,4587.211442,VA
3269,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Missouri,66672.09368,MO
3270,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Arizona,0,AZ
3271,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Oklahoma,146.8393478,OK
3272,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,North Carolina,2310.999788,NC
3273,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Tennessee,9871.890039,TN
3274,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Texas,25.95309137,TX
3275,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,New Mexico,0,NM
3276,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Alabama,472.9865061,AL
3277,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Mississippi,1483.122074,MS
3278,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Georgia,598.732782,GA
3279,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,South Carolina,77.91018851,SC
3280,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Arkansas,1577.753778,AR
3281,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Louisiana,0,LA
3282,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Florida,0,FL
3283,s331,Ohio buckeye,Aesculus glabra,Aesculus,glabra,Michigan,4685.34544,MI
3284,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Washington,0,WA
3285,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Montana,0,MT
3286,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Maine,0,ME
3287,s332,yellow buckeye,Aesculus flava,Aesculus,flava,North Dakota,2.426759075,ND
3288,s332,yellow buckeye,Aesculus flava,Aesculus,flava,South Dakota,170.1721327,SD
3289,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Wyoming,0,WY
3290,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Wisconsin,180.3097371,WI
3291,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Idaho,0,ID
3292,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Vermont,0,VT
3293,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Minnesota,269.0675887,MN
3294,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Oregon,0,OR
3295,s332,yellow buckeye,Aesculus flava,Aesculus,flava,New Hampshire,0,NH
3296,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Iowa,385.1369725,IA
3297,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Massachusetts,39.72339335,MA
3298,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Nebraska,0,NE
3299,s332,yellow buckeye,Aesculus flava,Aesculus,flava,New York,437.8130807,NY
3300,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Pennsylvania,64977.66567,PA
3301,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Connecticut,299.7316835,CT
3302,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Rhode Island,2.655894414,RI
3303,s332,yellow buckeye,Aesculus flava,Aesculus,flava,New Jersey,1823.362307,NJ
3304,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Indiana,9177.114705,IN
3305,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Nevada,0,NV
3306,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Utah,0,UT
3307,s332,yellow buckeye,Aesculus flava,Aesculus,flava,California,0,CA
3308,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Ohio,288540.2554,OH
3309,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Illinois,112.7795783,DC
3310,s332,yellow buckeye,Aesculus flava,Aesculus,flava,District of Columbia,17.82057049,DC
3311,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Delaware,247.9809826,DE
3312,s332,yellow buckeye,Aesculus flava,Aesculus,flava,West Virginia,419639.5964,WV
3313,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Maryland,6773.070268,MD
3314,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Colorado,0,CO
3315,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Kentucky,323918.4725,KY
3316,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Kansas,0,KS
3317,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Virginia,156201.9665,VA
3318,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Missouri,8.883945487,MO
3319,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Arizona,0,AZ
3320,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Oklahoma,0,OK
3321,s332,yellow buckeye,Aesculus flava,Aesculus,flava,North Carolina,169707.0597,NC
3322,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Tennessee,260711.8958,TN
3323,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Texas,4.000030354,TX
3324,s332,yellow buckeye,Aesculus flava,Aesculus,flava,New Mexico,0,NM
3325,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Alabama,20297.02149,AL
3326,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Mississippi,124.9172748,MS
3327,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Georgia,14174.89107,GA
3328,s332,yellow buckeye,Aesculus flava,Aesculus,flava,South Carolina,483.4053763,SC
3329,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Arkansas,0.063845597,AR
3330,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Louisiana,0,LA
3331,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Florida,0.078393467,FL
3332,s332,yellow buckeye,Aesculus flava,Aesculus,flava,Michigan,870.7050378,MI
3333,s333,California buckeye,Aesculus californica,Aesculus,californica,Washington,318.069087,WA
3334,s333,California buckeye,Aesculus californica,Aesculus,californica,Montana,0,MT
3335,s333,California buckeye,Aesculus californica,Aesculus,californica,Maine,0,ME
3336,s333,California buckeye,Aesculus californica,Aesculus,californica,North Dakota,0,ND
3337,s333,California buckeye,Aesculus californica,Aesculus,californica,South Dakota,0,SD
3338,s333,California buckeye,Aesculus californica,Aesculus,californica,Wyoming,0,WY
3339,s333,California buckeye,Aesculus californica,Aesculus,californica,Wisconsin,0,WI
3340,s333,California buckeye,Aesculus californica,Aesculus,californica,Idaho,47.61092107,ID
3341,s333,California buckeye,Aesculus californica,Aesculus,californica,Vermont,0,VT
3342,s333,California buckeye,Aesculus californica,Aesculus,californica,Minnesota,0,MN
3343,s333,California buckeye,Aesculus californica,Aesculus,californica,Oregon,496.9868459,OR
3344,s333,California buckeye,Aesculus californica,Aesculus,californica,New Hampshire,0,NH
3345,s333,California buckeye,Aesculus californica,Aesculus,californica,Iowa,0,IA
3346,s333,California buckeye,Aesculus californica,Aesculus,californica,Massachusetts,0,MA
3347,s333,California buckeye,Aesculus californica,Aesculus,californica,Nebraska,0,NE
3348,s333,California buckeye,Aesculus californica,Aesculus,californica,New York,0,NY
3349,s333,California buckeye,Aesculus californica,Aesculus,californica,Pennsylvania,0,PA
3350,s333,California buckeye,Aesculus californica,Aesculus,californica,Connecticut,0,CT
3351,s333,California buckeye,Aesculus californica,Aesculus,californica,Rhode Island,0,RI
3352,s333,California buckeye,Aesculus californica,Aesculus,californica,New Jersey,0,NJ
3353,s333,California buckeye,Aesculus californica,Aesculus,californica,Indiana,0,IN
3354,s333,California buckeye,Aesculus californica,Aesculus,californica,Nevada,0,NV
3355,s333,California buckeye,Aesculus californica,Aesculus,californica,Utah,0.463367343,UT
3356,s333,California buckeye,Aesculus californica,Aesculus,californica,California,498384.7786,CA
3357,s333,California buckeye,Aesculus californica,Aesculus,californica,Ohio,0,OH
3358,s333,California buckeye,Aesculus californica,Aesculus,californica,Illinois,0,DC
3359,s333,California buckeye,Aesculus californica,Aesculus,californica,District of Columbia,0,DC
3360,s333,California buckeye,Aesculus californica,Aesculus,californica,Delaware,0,DE
3361,s333,California buckeye,Aesculus californica,Aesculus,californica,West Virginia,0,WV
3362,s333,California buckeye,Aesculus californica,Aesculus,californica,Maryland,0,MD
3363,s333,California buckeye,Aesculus californica,Aesculus,californica,Colorado,0,CO
3364,s333,California buckeye,Aesculus californica,Aesculus,californica,Kentucky,0,KY
3365,s333,California buckeye,Aesculus californica,Aesculus,californica,Kansas,0,KS
3366,s333,California buckeye,Aesculus californica,Aesculus,californica,Virginia,0,VA
3367,s333,California buckeye,Aesculus californica,Aesculus,californica,Missouri,0,MO
3368,s333,California buckeye,Aesculus californica,Aesculus,californica,Arizona,31.86310387,AZ
3369,s333,California buckeye,Aesculus californica,Aesculus,californica,Oklahoma,0,OK
3370,s333,California buckeye,Aesculus californica,Aesculus,californica,North Carolina,0,NC
3371,s333,California buckeye,Aesculus californica,Aesculus,californica,Tennessee,0,TN
3372,s333,California buckeye,Aesculus californica,Aesculus,californica,Texas,0,TX
3373,s333,California buckeye,Aesculus californica,Aesculus,californica,New Mexico,437.4176438,NM
3374,s333,California buckeye,Aesculus californica,Aesculus,californica,Alabama,0,AL
3375,s333,California buckeye,Aesculus californica,Aesculus,californica,Mississippi,0,MS
3376,s333,California buckeye,Aesculus californica,Aesculus,californica,Georgia,0,GA
3377,s333,California buckeye,Aesculus californica,Aesculus,californica,South Carolina,0,SC
3378,s333,California buckeye,Aesculus californica,Aesculus,californica,Arkansas,0,AR
3379,s333,California buckeye,Aesculus californica,Aesculus,californica,Louisiana,0,LA
3380,s333,California buckeye,Aesculus californica,Aesculus,californica,Florida,0,FL
3381,s333,California buckeye,Aesculus californica,Aesculus,californica,Michigan,0,MI
3382,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Washington,0,WA
3383,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Montana,0,MT
3384,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Maine,0,ME
3385,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,North Dakota,0,ND
3386,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,South Dakota,0,SD
3387,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Wyoming,0,WY
3388,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Wisconsin,0,WI
3389,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Idaho,0,ID
3390,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Vermont,0,VT
3391,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Minnesota,0,MN
3392,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Oregon,0,OR
3393,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,New Hampshire,0,NH
3394,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Iowa,0,IA
3395,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Massachusetts,0,MA
3396,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Nebraska,5789.09558,NE
3397,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,New York,0,NY
3398,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Pennsylvania,0,PA
3399,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Connecticut,0,CT
3400,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Rhode Island,0,RI
3401,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,New Jersey,0,NJ
3402,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Indiana,0,IN
3403,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Nevada,0,NV
3404,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Utah,0,UT
3405,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,California,0,CA
3406,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Ohio,0,OH
3407,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Illinois,0,DC
3408,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,District of Columbia,0,DC
3409,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Delaware,0,DE
3410,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,West Virginia,0,WV
3411,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Maryland,0,MD
3412,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Colorado,0,CO
3413,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Kentucky,0,KY
3414,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Kansas,8475.598393,KS
3415,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Virginia,0,VA
3416,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Missouri,0.225810289,MO
3417,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Arizona,0,AZ
3418,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Oklahoma,0,OK
3419,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,North Carolina,0,NC
3420,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Tennessee,0,TN
3421,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Texas,861.2175445,TX
3422,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,New Mexico,0,NM
3423,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Alabama,0,AL
3424,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Mississippi,0,MS
3425,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Georgia,0,GA
3426,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,South Carolina,0,SC
3427,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Arkansas,0,AR
3428,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Louisiana,0,LA
3429,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Florida,0,FL
3430,s334,Texas buckeye,Aesculus glabra,Aesculus,glabra,Michigan,0,MI
3431,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Washington,0,WA
3432,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Montana,0,MT
3433,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Maine,0,ME
3434,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,North Dakota,0,ND
3435,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,South Dakota,0,SD
3436,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Wyoming,0,WY
3437,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Wisconsin,0,WI
3438,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Idaho,0,ID
3439,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Vermont,0,VT
3440,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Minnesota,0,MN
3441,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Oregon,0,OR
3442,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,New Hampshire,0,NH
3443,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Iowa,0,IA
3444,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Massachusetts,0,MA
3445,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Nebraska,0,NE
3446,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,New York,0,NY
3447,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Pennsylvania,0,PA
3448,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Connecticut,0,CT
3449,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Rhode Island,0,RI
3450,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,New Jersey,0,NJ
3451,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Indiana,0,IN
3452,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Nevada,0,NV
3453,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Utah,0,UT
3454,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,California,0,CA
3455,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Ohio,0,OH
3456,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Illinois,0,DC
3457,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,District of Columbia,0,DC
3458,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Delaware,0.142121837,DE
3459,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,West Virginia,0,WV
3460,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Maryland,0,MD
3461,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Colorado,0,CO
3462,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Kentucky,6.269216351,KY
3463,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Kansas,0,KS
3464,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Virginia,5.086055398,VA
3465,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Missouri,0,MO
3466,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Arizona,0,AZ
3467,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Oklahoma,0,OK
3468,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,North Carolina,367.1771069,NC
3469,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Tennessee,27.56404589,TN
3470,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Texas,0.598175205,TX
3471,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,New Mexico,0,NM
3472,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Alabama,18.76487924,AL
3473,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Mississippi,135.2974361,MS
3474,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Georgia,984.7758389,GA
3475,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,South Carolina,747.2338267,SC
3476,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Arkansas,0,AR
3477,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Louisiana,0,LA
3478,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Florida,0,FL
3479,s337,painted buckeye,Aesculus sylvatica,Aesculus,sylvatica,Michigan,0,MI
3480,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Washington,0,WA
3481,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Montana,0,MT
3482,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Maine,0.172594041,ME
3483,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,North Dakota,0,ND
3484,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,South Dakota,0.055858482,SD
3485,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Wyoming,0,WY
3486,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Wisconsin,25.71030903,WI
3487,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Idaho,0,ID
3488,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Vermont,14.05563478,VT
3489,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Minnesota,2.160679985,MN
3490,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Oregon,3754.02996,OR
3491,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,New Hampshire,26.01435463,NH
3492,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Iowa,1203.351005,IA
3493,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Massachusetts,3441.894644,MA
3494,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Nebraska,4.350827413,NE
3495,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,New York,15197.44469,NY
3496,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Pennsylvania,168508.7522,PA
3497,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Connecticut,3267.503833,CT
3498,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Rhode Island,350.9068483,RI
3499,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,New Jersey,23527.5459,NJ
3500,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Indiana,20771.36336,IN
3501,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Nevada,0,NV
3502,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Utah,0,UT
3503,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,California,13.62057143,CA
3504,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Ohio,259862.7739,OH
3505,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Illinois,5606.957279,DC
3506,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,District of Columbia,111.9818032,DC
3507,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Delaware,967.8191595,DE
3508,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,West Virginia,209880.3198,WV
3509,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Maryland,53670.13275,MD
3510,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Colorado,0,CO
3511,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Kentucky,172366.8767,KY
3512,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Kansas,229.9985467,KS
3513,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Virginia,356385.7934,VA
3514,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Missouri,4135.937235,MO
3515,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Arizona,0,AZ
3516,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Oklahoma,3111.481812,OK
3517,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,North Carolina,109011.0064,NC
3518,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Tennessee,263122.6684,TN
3519,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Texas,6701.652776,TX
3520,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,New Mexico,0,NM
3521,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Alabama,26619.84759,AL
3522,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Mississippi,2015.754374,MS
3523,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Georgia,12431.39702,GA
3524,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,South Carolina,25038.83957,SC
3525,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Arkansas,8756.389893,AR
3526,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Louisiana,94.79280046,LA
3527,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Florida,0,FL
3528,s341,ailanthus,Ailanthus altissima,Ailanthus,altissima,Michigan,195.012318,MI
3529,s345,"mimosa, silktree",Albizia julibrissin,Albizia,julibrissin,Washington,0,WA
3530,s345,"mimosa, silktree",Albizia julibrissin,Albizia,julibrissin,Montana,0,MT
3531,s345,"mimosa, silktree",Albizia julibrissin,Albizia,julibrissin,Maine,0,ME
3532,s345,"mimosa, silktree",Albizia julibrissin,Albizia,julibrissin,North Dakota,0,ND
3533,s345,"mimosa, silktree",Albizia julibrissin,Albizia,julibrissin,South Dakota,0,SD
3534,s345,"mimosa, silktree",Albizia julibrissin,Albizia,julibrissin,Wyoming,0,WY
3535,s345,"mimosa, silktree",Albizia julibrissin,Albizia,julibrissin,Wisconsin,0,WI
