V1,spp_code,common,scientific_name,genus_name,spp_name,state,tot_ba,state_abrv
1,s10,fir spp.,Abies spp.,Abies,spp.,Washington,34685895.83,WA
2,s10,fir spp.,Abies spp.,Abies,spp.,Montana,23608596.55,MT
3,s10,fir spp.,Abies spp.,Abies,spp.,Maine,22653696,ME
4,s10,fir spp.,Abies spp.,Abies,spp.,North Dakota,2456.734508,ND
5,s10,fir spp.,Abies spp.,Abies,spp.,South Dakota,32.65066324,SD
6,s10,fir spp.,Abies spp.,Abies,spp.,Wyoming,10831873.98,WY
7,s10,fir spp.,Abies spp.,Abies,spp.,Wisconsin,3622173.51,WI
8,s10,fir spp.,Abies spp.,Abies,spp.,Idaho,30385390.43,ID
9,s10,fir spp.,Abies spp.,Abies,spp.,Vermont,1828723.137,VT
10,s10,fir spp.,Abies spp.,Abies,spp.,Minnesota,6028040.279,MN
11,s10,fir spp.,Abies spp.,Abies,spp.,Oregon,26350079.13,OR
12,s10,fir spp.,Abies spp.,Abies,spp.,New Hampshire,2746230.93,NH
13,s10,fir spp.,Abies spp.,Abies,spp.,Iowa,0,IA
14,s10,fir spp.,Abies spp.,Abies,spp.,Massachusetts,75817.82198,MA
15,s10,fir spp.,Abies spp.,Abies,spp.,Nebraska,0,NE
16,s10,fir spp.,Abies spp.,Abies,spp.,New York,3433812.201,NY
17,s10,fir spp.,Abies spp.,Abies,spp.,Pennsylvania,10641.09834,PA
18,s10,fir spp.,Abies spp.,Abies,spp.,Connecticut,5348.663843,CT
19,s10,fir spp.,Abies spp.,Abies,spp.,Rhode Island,104.8276051,RI
20,s10,fir spp.,Abies spp.,Abies,spp.,New Jersey,75.28315575,NJ
21,s10,fir spp.,Abies spp.,Abies,spp.,Indiana,60.13256901,IN
22,s10,fir spp.,Abies spp.,Abies,spp.,Nevada,1694958.662,NV
23,s10,fir spp.,Abies spp.,Abies,spp.,Utah,5389687.356,UT
24,s10,fir spp.,Abies spp.,Abies,spp.,California,47860222.39,CA
25,s10,fir spp.,Abies spp.,Abies,spp.,Ohio,20936.91526,OH
26,s10,fir spp.,Abies spp.,Abies,spp.,Illinois,7.483071268,DC
27,s10,fir spp.,Abies spp.,Abies,spp.,District of Columbia,8.23450385,DC
28,s10,fir spp.,Abies spp.,Abies,spp.,Delaware,1.03161291,DE
29,s10,fir spp.,Abies spp.,Abies,spp.,West Virginia,1698.81836,WV
30,s10,fir spp.,Abies spp.,Abies,spp.,Maryland,78.85627029,MD
31,s10,fir spp.,Abies spp.,Abies,spp.,Colorado,14037204.96,CO
32,s10,fir spp.,Abies spp.,Abies,spp.,Kentucky,158.7436989,KY
33,s10,fir spp.,Abies spp.,Abies,spp.,Kansas,0,KS
34,s10,fir spp.,Abies spp.,Abies,spp.,Virginia,4976.16272,VA
35,s10,fir spp.,Abies spp.,Abies,spp.,Missouri,0.620808959,MO
36,s10,fir spp.,Abies spp.,Abies,spp.,Arizona,1141877.41,AZ
37,s10,fir spp.,Abies spp.,Abies,spp.,Oklahoma,0,OK
38,s10,fir spp.,Abies spp.,Abies,spp.,North Carolina,13004.45377,NC
39,s10,fir spp.,Abies spp.,Abies,spp.,Tennessee,4826.0811,TN
40,s10,fir spp.,Abies spp.,Abies,spp.,Texas,0,TX
41,s10,fir spp.,Abies spp.,Abies,spp.,New Mexico,2390065.275,NM
42,s10,fir spp.,Abies spp.,Abies,spp.,Alabama,0,AL
43,s10,fir spp.,Abies spp.,Abies,spp.,Mississippi,0,MS
44,s10,fir spp.,Abies spp.,Abies,spp.,Georgia,6.746587083,GA
45,s10,fir spp.,Abies spp.,Abies,spp.,South Carolina,0.784475144,SC
46,s10,fir spp.,Abies spp.,Abies,spp.,Arkansas,0,AR
47,s10,fir spp.,Abies spp.,Abies,spp.,Louisiana,0.017718574,LA
48,s10,fir spp.,Abies spp.,Abies,spp.,Florida,0,FL
49,s10,fir spp.,Abies spp.,Abies,spp.,Michigan,6342314.233,MI
50,s100,pine spp.,Pinus spp.,Pinus,spp.,Washington,14822857.73,WA
51,s100,pine spp.,Pinus spp.,Pinus,spp.,Montana,49034033.27,MT
52,s100,pine spp.,Pinus spp.,Pinus,spp.,Maine,8772041.666,ME
53,s100,pine spp.,Pinus spp.,Pinus,spp.,North Dakota,13561.3358,ND
54,s100,pine spp.,Pinus spp.,Pinus,spp.,South Dakota,7045528.521,SD
55,s100,pine spp.,Pinus spp.,Pinus,spp.,Wyoming,25025146.57,WY
56,s100,pine spp.,Pinus spp.,Pinus,spp.,Wisconsin,10711629.58,WI
57,s100,pine spp.,Pinus spp.,Pinus,spp.,Idaho,31659044.8,ID
58,s100,pine spp.,Pinus spp.,Pinus,spp.,Vermont,2465268.743,VT
59,s100,pine spp.,Pinus spp.,Pinus,spp.,Minnesota,7760771.671,MN
60,s100,pine spp.,Pinus spp.,Pinus,spp.,Oregon,41563281.58,OR
61,s100,pine spp.,Pinus spp.,Pinus,spp.,New Hampshire,5814045.555,NH
62,s100,pine spp.,Pinus spp.,Pinus,spp.,Iowa,89811.96651,IA
63,s100,pine spp.,Pinus spp.,Pinus,spp.,Massachusetts,5052988.699,MA
64,s100,pine spp.,Pinus spp.,Pinus,spp.,Nebraska,1460867.84,NE
65,s100,pine spp.,Pinus spp.,Pinus,spp.,New York,11169186.95,NY
66,s100,pine spp.,Pinus spp.,Pinus,spp.,Pennsylvania,6147740.063,PA
67,s100,pine spp.,Pinus spp.,Pinus,spp.,Connecticut,1072743.739,CT
68,s100,pine spp.,Pinus spp.,Pinus,spp.,Rhode Island,394172.4884,RI
69,s100,pine spp.,Pinus spp.,Pinus,spp.,New Jersey,3386289.086,NJ
70,s100,pine spp.,Pinus spp.,Pinus,spp.,Indiana,908503.6312,IN
71,s100,pine spp.,Pinus spp.,Pinus,spp.,Nevada,25307626.47,NV
72,s100,pine spp.,Pinus spp.,Pinus,spp.,Utah,24510132.59,UT
73,s100,pine spp.,Pinus spp.,Pinus,spp.,California,57947897.3,CA
74,s100,pine spp.,Pinus spp.,Pinus,spp.,Ohio,1731719.807,OH
75,s100,pine spp.,Pinus spp.,Pinus,spp.,Illinois,940473.7453,DC
76,s100,pine spp.,Pinus spp.,Pinus,spp.,District of Columbia,11715.07027,DC
77,s100,pine spp.,Pinus spp.,Pinus,spp.,Delaware,840430.0205,DE
78,s100,pine spp.,Pinus spp.,Pinus,spp.,West Virginia,3284235.279,WV
79,s100,pine spp.,Pinus spp.,Pinus,spp.,Maryland,3084209.684,MD
80,s100,pine spp.,Pinus spp.,Pinus,spp.,Colorado,39258218.41,CO
81,s100,pine spp.,Pinus spp.,Pinus,spp.,Kentucky,2970338.034,KY
82,s100,pine spp.,Pinus spp.,Pinus,spp.,Kansas,75117.84098,KS
83,s100,pine spp.,Pinus spp.,Pinus,spp.,Virginia,24972024.52,VA
84,s100,pine spp.,Pinus spp.,Pinus,spp.,Missouri,4477603.782,MO
85,s100,pine spp.,Pinus spp.,Pinus,spp.,Arizona,27486531.84,AZ
86,s100,pine spp.,Pinus spp.,Pinus,spp.,Oklahoma,7150833.567,OK
87,s100,pine spp.,Pinus spp.,Pinus,spp.,North Carolina,39048612.4,NC
88,s100,pine spp.,Pinus spp.,Pinus,spp.,Tennessee,8508848,TN
89,s100,pine spp.,Pinus spp.,Pinus,spp.,Texas,30102926.64,TX
90,s100,pine spp.,Pinus spp.,Pinus,spp.,New Mexico,32383426.64,NM
91,s100,pine spp.,Pinus spp.,Pinus,spp.,Alabama,53069323.45,AL
92,s100,pine spp.,Pinus spp.,Pinus,spp.,Mississippi,45283955.96,MS
93,s100,pine spp.,Pinus spp.,Pinus,spp.,Georgia,65507862.2,GA
94,s100,pine spp.,Pinus spp.,Pinus,spp.,South Carolina,36958669.6,SC
95,s100,pine spp.,Pinus spp.,Pinus,spp.,Arkansas,31054621.42,AR
96,s100,pine spp.,Pinus spp.,Pinus,spp.,Louisiana,30850459.15,LA
97,s100,pine spp.,Pinus spp.,Pinus,spp.,Florida,34194509.19,FL
98,s100,pine spp.,Pinus spp.,Pinus,spp.,Michigan,15597284.17,MI
99,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Washington,332846.4973,WA
100,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Montana,4406882.044,MT
101,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Maine,0,ME
102,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,North Dakota,0,ND
103,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,South Dakota,0,SD
104,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Wyoming,2994746.65,WY
105,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Wisconsin,0,WI
106,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Idaho,2224984.806,ID
107,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Vermont,0,VT
108,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Minnesota,0,MN
109,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Oregon,227766.7952,OR
110,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,New Hampshire,0,NH
111,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Iowa,0,IA
112,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Massachusetts,0,MA
113,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Nebraska,0,NE
114,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,New York,0,NY
115,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Pennsylvania,0,PA
116,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Connecticut,0,CT
117,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Rhode Island,0,RI
118,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,New Jersey,0,NJ
119,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Indiana,0,IN
120,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Nevada,301625.5112,NV
121,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Utah,20188.68028,UT
122,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,California,795850.605,CA
123,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Ohio,0,OH
124,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Illinois,0,DC
125,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,District of Columbia,0,DC
126,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Delaware,0,DE
127,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,West Virginia,0,WV
128,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Maryland,0,MD
129,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Colorado,748305.851,CO
130,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Kentucky,0,KY
131,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Kansas,0,KS
132,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Virginia,0,VA
133,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Missouri,0,MO
134,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Arizona,5924.137669,AZ
135,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Oklahoma,0,OK
136,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,North Carolina,0,NC
137,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Tennessee,0,TN
138,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Texas,0,TX
139,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,New Mexico,97427.51153,NM
140,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Alabama,0,AL
141,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Mississippi,0,MS
142,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Georgia,0,GA
143,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,South Carolina,0,SC
144,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Arkansas,0,AR
145,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Louisiana,0,LA
146,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Florida,0,FL
147,s101,whitebark pine,Pinus albicaulis,Pinus,albicaulis,Michigan,0,MI
148,s105,jack pine,Pinus banksiana,Pinus,banksiana,Washington,0,WA
149,s105,jack pine,Pinus banksiana,Pinus,banksiana,Montana,0,MT
150,s105,jack pine,Pinus banksiana,Pinus,banksiana,Maine,28089.42127,ME
151,s105,jack pine,Pinus banksiana,Pinus,banksiana,North Dakota,29.84995596,ND
152,s105,jack pine,Pinus banksiana,Pinus,banksiana,South Dakota,123.4848996,SD
153,s105,jack pine,Pinus banksiana,Pinus,banksiana,Wyoming,0,WY
154,s105,jack pine,Pinus banksiana,Pinus,banksiana,Wisconsin,1547029.584,WI
155,s105,jack pine,Pinus banksiana,Pinus,banksiana,Idaho,0,ID
156,s105,jack pine,Pinus banksiana,Pinus,banksiana,Vermont,4403.553262,VT
157,s105,jack pine,Pinus banksiana,Pinus,banksiana,Minnesota,2151239.237,MN
158,s105,jack pine,Pinus banksiana,Pinus,banksiana,Oregon,0,OR
159,s105,jack pine,Pinus banksiana,Pinus,banksiana,New Hampshire,3589.795664,NH
160,s105,jack pine,Pinus banksiana,Pinus,banksiana,Iowa,4947.89856,IA
161,s105,jack pine,Pinus banksiana,Pinus,banksiana,Massachusetts,1236.889537,MA
162,s105,jack pine,Pinus banksiana,Pinus,banksiana,Nebraska,38457.05811,NE
163,s105,jack pine,Pinus banksiana,Pinus,banksiana,New York,43599.44807,NY
164,s105,jack pine,Pinus banksiana,Pinus,banksiana,Pennsylvania,10060.77103,PA
165,s105,jack pine,Pinus banksiana,Pinus,banksiana,Connecticut,101.6322614,CT
166,s105,jack pine,Pinus banksiana,Pinus,banksiana,Rhode Island,9.116781995,RI
167,s105,jack pine,Pinus banksiana,Pinus,banksiana,New Jersey,90.16989589,NJ
168,s105,jack pine,Pinus banksiana,Pinus,banksiana,Indiana,7406.39819,IN
169,s105,jack pine,Pinus banksiana,Pinus,banksiana,Nevada,0,NV
170,s105,jack pine,Pinus banksiana,Pinus,banksiana,Utah,0,UT
171,s105,jack pine,Pinus banksiana,Pinus,banksiana,California,0,CA
172,s105,jack pine,Pinus banksiana,Pinus,banksiana,Ohio,7349.829366,OH
173,s105,jack pine,Pinus banksiana,Pinus,banksiana,Illinois,14005.07667,DC
174,s105,jack pine,Pinus banksiana,Pinus,banksiana,District of Columbia,0,DC
175,s105,jack pine,Pinus banksiana,Pinus,banksiana,Delaware,0,DE
176,s105,jack pine,Pinus banksiana,Pinus,banksiana,West Virginia,525.374178,WV
177,s105,jack pine,Pinus banksiana,Pinus,banksiana,Maryland,47.85590963,MD
178,s105,jack pine,Pinus banksiana,Pinus,banksiana,Colorado,0,CO
179,s105,jack pine,Pinus banksiana,Pinus,banksiana,Kentucky,52.3154618,KY
180,s105,jack pine,Pinus banksiana,Pinus,banksiana,Kansas,7.135925621,KS
181,s105,jack pine,Pinus banksiana,Pinus,banksiana,Virginia,8.768792287,VA
182,s105,jack pine,Pinus banksiana,Pinus,banksiana,Missouri,104.9381907,MO
183,s105,jack pine,Pinus banksiana,Pinus,banksiana,Arizona,0,AZ
184,s105,jack pine,Pinus banksiana,Pinus,banksiana,Oklahoma,0,OK
185,s105,jack pine,Pinus banksiana,Pinus,banksiana,North Carolina,4.794226378,NC
186,s105,jack pine,Pinus banksiana,Pinus,banksiana,Tennessee,8.110049486,TN
187,s105,jack pine,Pinus banksiana,Pinus,banksiana,Texas,0,TX
188,s105,jack pine,Pinus banksiana,Pinus,banksiana,New Mexico,0,NM
189,s105,jack pine,Pinus banksiana,Pinus,banksiana,Alabama,0,AL
190,s105,jack pine,Pinus banksiana,Pinus,banksiana,Mississippi,0,MS
191,s105,jack pine,Pinus banksiana,Pinus,banksiana,Georgia,0,GA
192,s105,jack pine,Pinus banksiana,Pinus,banksiana,South Carolina,0,SC
193,s105,jack pine,Pinus banksiana,Pinus,banksiana,Arkansas,0,AR
194,s105,jack pine,Pinus banksiana,Pinus,banksiana,Louisiana,0,LA
195,s105,jack pine,Pinus banksiana,Pinus,banksiana,Florida,0,FL
196,s105,jack pine,Pinus banksiana,Pinus,banksiana,Michigan,2656106.69,MI
197,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Washington,609.4786757,WA
198,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Montana,34059.31549,MT
199,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Maine,0,ME
200,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,North Dakota,0,ND
201,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,South Dakota,1.44759798,SD
202,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Wyoming,1447149.985,WY
203,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Wisconsin,0,WI
204,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Idaho,65700.89678,ID
205,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Vermont,0,VT
206,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Minnesota,0,MN
207,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Oregon,5217.882945,OR
208,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,New Hampshire,0,NH
209,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Iowa,0,IA
210,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Massachusetts,0,MA
211,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Nebraska,0,NE
212,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,New York,0,NY
213,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Pennsylvania,0,PA
214,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Connecticut,0,CT
215,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Rhode Island,0,RI
216,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,New Jersey,0,NJ
217,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Indiana,0,IN
218,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Nevada,79556.49771,NV
219,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Utah,13506175.2,UT
220,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,California,2670.942777,CA
221,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Ohio,0,OH
222,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Illinois,0,DC
223,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,District of Columbia,0,DC
224,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Delaware,0,DE
225,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,West Virginia,0,WV
226,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Maryland,0,MD
227,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Colorado,10792615.95,CO
228,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Kentucky,0,KY
229,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Kansas,0,KS
230,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Virginia,0,VA
231,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Missouri,0,MO
232,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Arizona,8940348.465,AZ
233,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Oklahoma,1576.387232,OK
234,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,North Carolina,0,NC
235,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Tennessee,0,TN
236,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Texas,32959.34963,TX
237,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,New Mexico,15882300.14,NM
238,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Alabama,0,AL
239,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Mississippi,0,MS
240,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Georgia,0,GA
241,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,South Carolina,0,SC
242,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Arkansas,0,AR
243,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Louisiana,0,LA
244,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Florida,0,FL
245,s106,common or two-needle pinyon,Pinus edulis,Pinus,edulis,Michigan,0,MI
246,s107,sand pine,Pinus clausa,Pinus,clausa,Washington,0,WA
247,s107,sand pine,Pinus clausa,Pinus,clausa,Montana,0,MT
248,s107,sand pine,Pinus clausa,Pinus,clausa,Maine,0,ME
249,s107,sand pine,Pinus clausa,Pinus,clausa,North Dakota,0,ND
250,s107,sand pine,Pinus clausa,Pinus,clausa,South Dakota,0,SD
251,s107,sand pine,Pinus clausa,Pinus,clausa,Wyoming,0,WY
252,s107,sand pine,Pinus clausa,Pinus,clausa,Wisconsin,0,WI
253,s107,sand pine,Pinus clausa,Pinus,clausa,Idaho,0,ID
254,s107,sand pine,Pinus clausa,Pinus,clausa,Vermont,0,VT
255,s107,sand pine,Pinus clausa,Pinus,clausa,Minnesota,0,MN
256,s107,sand pine,Pinus clausa,Pinus,clausa,Oregon,0,OR
257,s107,sand pine,Pinus clausa,Pinus,clausa,New Hampshire,0,NH
258,s107,sand pine,Pinus clausa,Pinus,clausa,Iowa,0,IA
259,s107,sand pine,Pinus clausa,Pinus,clausa,Massachusetts,0,MA
260,s107,sand pine,Pinus clausa,Pinus,clausa,Nebraska,0,NE
261,s107,sand pine,Pinus clausa,Pinus,clausa,New York,0,NY
262,s107,sand pine,Pinus clausa,Pinus,clausa,Pennsylvania,0,PA
263,s107,sand pine,Pinus clausa,Pinus,clausa,Connecticut,0,CT
264,s107,sand pine,Pinus clausa,Pinus,clausa,Rhode Island,0,RI
265,s107,sand pine,Pinus clausa,Pinus,clausa,New Jersey,0,NJ
266,s107,sand pine,Pinus clausa,Pinus,clausa,Indiana,0,IN
267,s107,sand pine,Pinus clausa,Pinus,clausa,Nevada,0,NV
268,s107,sand pine,Pinus clausa,Pinus,clausa,Utah,0,UT
269,s107,sand pine,Pinus clausa,Pinus,clausa,California,0,CA
270,s107,sand pine,Pinus clausa,Pinus,clausa,Ohio,0,OH
271,s107,sand pine,Pinus clausa,Pinus,clausa,Illinois,0,DC
272,s107,sand pine,Pinus clausa,Pinus,clausa,District of Columbia,0,DC
273,s107,sand pine,Pinus clausa,Pinus,clausa,Delaware,0,DE
274,s107,sand pine,Pinus clausa,Pinus,clausa,West Virginia,0,WV
275,s107,sand pine,Pinus clausa,Pinus,clausa,Maryland,0,MD
276,s107,sand pine,Pinus clausa,Pinus,clausa,Colorado,0,CO
277,s107,sand pine,Pinus clausa,Pinus,clausa,Kentucky,0,KY
278,s107,sand pine,Pinus clausa,Pinus,clausa,Kansas,0,KS
279,s107,sand pine,Pinus clausa,Pinus,clausa,Virginia,0.781094998,VA
280,s107,sand pine,Pinus clausa,Pinus,clausa,Missouri,0,MO
281,s107,sand pine,Pinus clausa,Pinus,clausa,Arizona,0,AZ
282,s107,sand pine,Pinus clausa,Pinus,clausa,Oklahoma,0,OK
283,s107,sand pine,Pinus clausa,Pinus,clausa,North Carolina,168.1855554,NC
284,s107,sand pine,Pinus clausa,Pinus,clausa,Tennessee,0,TN
285,s107,sand pine,Pinus clausa,Pinus,clausa,Texas,18.41171658,TX
286,s107,sand pine,Pinus clausa,Pinus,clausa,New Mexico,0,NM
287,s107,sand pine,Pinus clausa,Pinus,clausa,Alabama,49545.59722,AL
288,s107,sand pine,Pinus clausa,Pinus,clausa,Mississippi,20517.14223,MS
289,s107,sand pine,Pinus clausa,Pinus,clausa,Georgia,64815.66379,GA
290,s107,sand pine,Pinus clausa,Pinus,clausa,South Carolina,1122.103424,SC
291,s107,sand pine,Pinus clausa,Pinus,clausa,Arkansas,3.888364971,AR
292,s107,sand pine,Pinus clausa,Pinus,clausa,Louisiana,144.1565541,LA
293,s107,sand pine,Pinus clausa,Pinus,clausa,Florida,2729834.729,FL
294,s107,sand pine,Pinus clausa,Pinus,clausa,Michigan,0,MI
295,s108,lodgepole pine,Pinus contorta,Pinus,contorta,Washington,5559147.299,WA
296,s108,lodgepole pine,Pinus contorta,Pinus,contorta,Montana,30600568.07,MT
297,s108,lodgepole pine,Pinus contorta,Pinus,contorta,Maine,0,ME
298,s108,lodgepole pine,Pinus contorta,Pinus,contorta,North Dakota,0,ND
299,s108,lodgepole pine,Pinus contorta,Pinus,contorta,South Dakota,63.89364892,SD
300,s108,lodgepole pine,Pinus contorta,Pinus,contorta,Wyoming,12995569.89,WY
301,s108,lodgepole pine,Pinus contorta,Pinus,contorta,Wisconsin,0,WI
302,s108,lodgepole pine,Pinus contorta,Pinus,contorta,Idaho,19501029.4,ID
303,s108,lodgepole pine,Pinus contorta,Pinus,contorta,Vermont,0,VT
304,s108,lodgepole pine,Pinus contorta,Pinus,contorta,Minnesota,0,MN
305,s108,lodgepole pine,Pinus contorta,Pinus,contorta,Oregon,12000925.18,OR
306,s108,lodgepole pine,Pinus contorta,Pinus,contorta,New Hampshire,0,NH
307,s108,lodgepole pine,Pinus contorta,Pinus,contorta,Iowa,0,IA
308,s108,lodgepole pine,Pinus contorta,Pinus,contorta,Massachusetts,0,MA
309,s108,lodgepole pine,Pinus contorta,Pinus,contorta,Nebraska,0,NE
310,s108,lodgepole pine,Pinus contorta,Pinus,contorta,New York,0,NY
311,s108,lodgepole pine,Pinus contorta,Pinus,contorta,Pennsylvania,0,PA
312,s108,lodgepole pine,Pinus contorta,Pinus,contorta,Connecticut,0,CT
313,s108,lodgepole pine,Pinus contorta,Pinus,contorta,Rhode Island,0,RI
314,s108,lodgepole pine,Pinus contorta,Pinus,contorta,New Jersey,0,NJ
315,s108,lodgepole pine,Pinus contorta,Pinus,contorta,Indiana,0,IN
316,s108,lodgepole pine,Pinus contorta,Pinus,contorta,Nevada,586348.9388,NV
317,s108,lodgepole pine,Pinus contorta,Pinus,contorta,Utah,5633691.33,UT
318,s108,lodgepole pine,Pinus contorta,Pinus,contorta,California,10134739.02,CA
319,s108,lodgepole pine,Pinus contorta,Pinus,contorta,Ohio,0,OH
320,s108,lodgepole pine,Pinus contorta,Pinus,contorta,Illinois,0,DC
321,s108,lodgepole pine,Pinus contorta,Pinus,contorta,District of Columbia,0,DC
322,s108,lodgepole pine,Pinus contorta,Pinus,contorta,Delaware,0,DE
323,s108,lodgepole pine,Pinus contorta,Pinus,contorta,West Virginia,0,WV
324,s108,lodgepole pine,Pinus contorta,Pinus,contorta,Maryland,0,MD
325,s108,lodgepole pine,Pinus contorta,Pinus,contorta,Colorado,17423016.22,CO
326,s108,lodgepole pine,Pinus contorta,Pinus,contorta,Kentucky,0,KY
327,s108,lodgepole pine,Pinus contorta,Pinus,contorta,Kansas,0,KS
328,s108,lodgepole pine,Pinus contorta,Pinus,contorta,Virginia,0,VA
329,s108,lodgepole pine,Pinus contorta,Pinus,contorta,Missouri,0,MO
330,s108,lodgepole pine,Pinus contorta,Pinus,contorta,Arizona,31019.63673,AZ
331,s108,lodgepole pine,Pinus contorta,Pinus,contorta,Oklahoma,0,OK
332,s108,lodgepole pine,Pinus contorta,Pinus,contorta,North Carolina,0,NC
333,s108,lodgepole pine,Pinus contorta,Pinus,contorta,Tennessee,0,TN
334,s108,lodgepole pine,Pinus contorta,Pinus,contorta,Texas,0,TX
