"","spp.id","state","tot.ba"
"1","s812","Washington",0
"2","s812","Montana",0
"3","s812","Maine",0
"4","s812","North Dakota",0.447634905576706
"5","s812","South Dakota",698.842814311385
"6","s812","Wyoming",0
"7","s812","Wisconsin",0
"8","s812","Idaho",0
"9","s812","Vermont",0
"10","s812","Minnesota",516.511180989444
"11","s812","Oregon",0
"12","s812","New Hampshire",0
"13","s812","Iowa",11.5190844535828
"14","s812","Massachusetts",1.81953147053719
"15","s812","Nebraska",1.61880135536194
"16","s812","New York",657.532685877755
"17","s812","Pennsylvania",10448.4082705183
"18","s812","Connecticut",1.73302964121103
"19","s812","Rhode Island",0
"20","s812","New Jersey",113416.232501661
"21","s812","Indiana",20822.5931063057
"22","s812","Nevada",0
"23","s812","Utah",0
"24","s812","California",0
"25","s812","Ohio",6478.7995236991
"26","s812","Illinois",59052.7518273583
"27","s812","District of Columbia",2448.68316043913
"28","s812","Delaware",73848.924832373
"29","s812","West Virginia",42057.9952502517
"30","s812","Maryland",335709.028608018
"31","s812","Colorado",0
"32","s812","Kentucky",716140.743877758
"33","s812","Kansas",36.1232796437107
"34","s812","Virginia",1903264.86969336
"35","s812","Missouri",426068.770303983
"36","s812","Arizona",0
"37","s812","Oklahoma",594661.630306073
"38","s812","North Carolina",1454111.34755635
"39","s812","Tennessee",2270701.64255527
"40","s812","Texas",2542758.51054695
"41","s812","New Mexico",0
"42","s812","Alabama",3205105.40910209
"43","s812","Mississippi",3014757.26126426
"44","s812","Georgia",2811335.61172766
"45","s812","South Carolina",1163272.81335737
"46","s812","Arkansas",2704610.49503057
"47","s812","Louisiana",1654587.44860939
"48","s812","Florida",257721.722631999
"49","s812","Michigan",15.8998467177153
