"","spp.id","state","tot.ba"
"1","s694","Washington",0
"2","s694","Montana",0
"3","s694","Maine",0
"4","s694","North Dakota",0
"5","s694","South Dakota",0
"6","s694","Wyoming",0
"7","s694","Wisconsin",0
"8","s694","Idaho",0
"9","s694","Vermont",0
"10","s694","Minnesota",0
"11","s694","Oregon",0
"12","s694","New Hampshire",0
"13","s694","Iowa",0
"14","s694","Massachusetts",0
"15","s694","Nebraska",0
"16","s694","New York",0
"17","s694","Pennsylvania",2.77839994430542
"18","s694","Connecticut",0
"19","s694","Rhode Island",0
"20","s694","New Jersey",549.010988901136
"21","s694","Indiana",2.56848853826523
"22","s694","Nevada",0
"23","s694","Utah",0
"24","s694","California",0
"25","s694","Ohio",0
"26","s694","Illinois",14.9759325385094
"27","s694","District of Columbia",49.0926092751324
"28","s694","Delaware",2434.91593369737
"29","s694","West Virginia",0
"30","s694","Maryland",16715.0534083596
"31","s694","Colorado",0
"32","s694","Kentucky",8653.63569108211
"33","s694","Kansas",0
"34","s694","Virginia",499781.778017232
"35","s694","Missouri",850.924378402531
"36","s694","Arizona",0
"37","s694","Oklahoma",1066.16886165552
"38","s694","North Carolina",3301298.97686726
"39","s694","Tennessee",48327.8615906378
"40","s694","Texas",50424.2401656368
"41","s694","New Mexico",0
"42","s694","Alabama",1413158.52912128
"43","s694","Mississippi",868485.450464556
"44","s694","Georgia",6454585.55399869
"45","s694","South Carolina",2943700.8788866
"46","s694","Arkansas",7209.92590496968
"47","s694","Louisiana",829353.613950598
"48","s694","Florida",4516468.676099
"49","s694","Michigan",0
